national_olympic_team,national_iso3,national_noc,participated_olympic_game,year,season,host_country,host_iso3,is_host_country_team,total_number_of_athletes,number_of_male_athletes,number_of_female_athletes,proportion_male_athletes,proportion_female_athletes,score_total,score_female,score_male,score_total_raw,score_female_raw,score_male_raw,game_total_score_raw
Somalia,SOM,SOM,2020 Summer Olympics,2020,Summer,Japan,JPN,False,2,1,1,0.5,0.5,0.0001302180221742689,6.510901108713446e-05,6.510901108713446e-05,0.2222222222222222,0.1111111111111111,0.1111111111111111,1706.5396825396824
Serbia,SRB,SRB,2020 Summer Olympics,2020,Summer,Japan,JPN,False,87,43,44,0.4942528735632184,0.5057471264367817,0.007016193541186101,0.003559835181189077,0.0034563583599970236,11.973412698412698,6.075,5.898412698412698,1706.5396825396824
South Sudan,SSD,SSD,2020 Summer Olympics,2020,Summer,Japan,JPN,False,2,1,1,0.5,0.5,0.0001302180221742689,6.510901108713446e-05,6.510901108713446e-05,0.2222222222222222,0.1111111111111111,0.1111111111111111,1706.5396825396824
São Tomé and Príncipe,STP,STP,2020 Summer Olympics,2020,Summer,Japan,JPN,False,3,2,1,0.6666666666666666,0.3333333333333333,0.0002604360443485378,6.510901108713446e-05,0.0001953270332614034,0.4444444444444444,0.1111111111111111,0.3333333333333333,1706.5396825396824
Suriname,SUR,SUR,2020 Summer Olympics,2020,Summer,Japan,JPN,False,3,3,0,1.0,0.0,0.0003418223082074559,0.0,0.0003418223082074559,0.5833333333333333,0.0,0.5833333333333333,1706.5396825396824
Slovakia,SVK,SVK,2020 Summer Olympics,2020,Summer,Japan,JPN,False,41,27,14,0.6585365853658537,0.34146341463414637,0.0043809063174343335,0.0018067750576679815,0.0025741312597663516,7.476190476190476,3.0833333333333335,4.392857142857142,1706.5396825396824
Slovenia,SVN,SLO,2020 Summer Olympics,2020,Summer,Japan,JPN,False,53,28,25,0.5283018867924528,0.4716981132075472,0.005574726542153435,0.0029094426668650943,0.00266528387528834,9.513492063492064,4.965079365079365,4.548412698412698,1706.5396825396824
Sweden,SWE,SWE,2020 Summer Olympics,2020,Summer,Japan,JPN,False,135,56,79,0.4148148148148148,0.5851851851851851,0.01031443001711437,0.004795743730932361,0.005518686286182008,17.601984126984128,8.184126984126983,9.417857142857143,1706.5396825396824
Eswatini,SWZ,SWZ,2020 Summer Olympics,2020,Summer,Japan,JPN,False,4,3,1,0.75,0.25,0.0002604360443485378,6.510901108713446e-05,0.0001953270332614034,0.4444444444444444,0.1111111111111111,0.3333333333333333,1706.5396825396824
Seychelles,SYC,SEY,2020 Summer Olympics,2020,Summer,Japan,JPN,False,5,4,1,0.8,0.2,0.0003906540665228068,0.0001302180221742689,0.0002604360443485378,0.6666666666666666,0.2222222222222222,0.4444444444444444,1706.5396825396824
Syrian Arab Republic,SYR,SYR,2020 Summer Olympics,2020,Summer,Japan,JPN,False,6,5,1,0.8333333333333334,0.16666666666666666,0.0005208720886970756,6.510901108713446e-05,0.0004557630776099412,0.8888888888888888,0.1111111111111111,0.7777777777777777,1706.5396825396824
Chad,TCD,CHA,2020 Summer Olympics,2020,Summer,Japan,JPN,False,3,1,2,0.3333333333333333,0.6666666666666666,0.0001953270332614034,0.0001302180221742689,6.510901108713446e-05,0.3333333333333333,0.2222222222222222,0.1111111111111111,1706.5396825396824
Togo,TGO,TOG,2020 Summer Olympics,2020,Summer,Japan,JPN,False,4,3,1,0.75,0.25,0.0002604360443485378,6.510901108713446e-05,0.0001953270332614034,0.4444444444444444,0.1111111111111111,0.3333333333333333,1706.5396825396824
Thailand,THA,THA,2020 Summer Olympics,2020,Summer,Japan,JPN,False,41,15,26,0.36585365853658536,0.6341463414634146,0.0037591152615521987,0.002674895205496441,0.0010842200560557582,6.4150793650793645,4.564814814814815,1.8502645502645503,1706.5396825396824
Tajikistan,TJK,TJK,2020 Summer Olympics,2020,Summer,Japan,JPN,False,10,9,1,0.9,0.1,0.0006592287372572365,6.510901108713446e-05,0.000594119726170102,1.125,0.1111111111111111,1.0138888888888888,1706.5396825396824
Turkmenistan,TKM,TKM,2020 Summer Olympics,2020,Summer,Japan,JPN,False,9,5,4,0.5555555555555556,0.4444444444444444,0.0009929124190788006,0.0005208720886970756,0.00047204033038172487,1.6944444444444444,0.8888888888888888,0.8055555555555556,1706.5396825396824
Timor-Leste,TLS,TLS,2020 Summer Olympics,2020,Summer,Japan,JPN,False,3,2,1,0.6666666666666666,0.3333333333333333,0.0001953270332614034,6.510901108713446e-05,0.0001302180221742689,0.3333333333333333,0.1111111111111111,0.2222222222222222,1706.5396825396824
Tonga,TON,TGA,2020 Summer Olympics,2020,Summer,Japan,JPN,False,6,3,3,0.5,0.5,0.00043599784210134686,0.00022206823424361934,0.00021392960785772752,0.7440476190476191,0.37896825396825395,0.36507936507936506,1706.5396825396824
Trinidad and Tobago,TTO,TTO,2020 Summer Olympics,2020,Summer,Japan,JPN,False,31,18,13,0.5806451612903226,0.41935483870967744,0.0019369930798422501,0.0006510901108713447,0.0012859029689709055,3.3055555555555554,1.1111111111111112,2.194444444444444,1706.5396825396824
Tunisia,TUN,TUN,2020 Summer Olympics,2020,Summer,Japan,JPN,False,63,34,29,0.5396825396825397,0.4603174603174603,0.004240224347049632,0.001863745442369224,0.002376478904680408,7.236111111111111,3.1805555555555554,4.055555555555555,1706.5396825396824
Türkiye,TUR,TUR,2020 Summer Olympics,2020,Summer,Japan,JPN,False,107,57,50,0.5327102803738317,0.4672897196261682,0.011156894114145397,0.0046283205595654435,0.006528573554579954,19.039682539682538,7.898412698412698,11.14126984126984,1706.5396825396824
Tuvalu,TUV,TUV,2020 Summer Olympics,2020,Summer,Japan,JPN,False,2,1,1,0.5,0.5,0.0001302180221742689,6.510901108713446e-05,6.510901108713446e-05,0.2222222222222222,0.1111111111111111,0.1111111111111111,1706.5396825396824
Chinese Taipei,TWN,TPE,2020 Summer Olympics,2020,Summer,Japan,JPN,False,68,33,35,0.4852941176470588,0.5147058823529411,0.009587069350398094,0.00410582074559119,0.005481248604806906,16.360714285714284,7.006746031746031,9.353968253968254,1706.5396825396824
United Republic of Tanzania,TZA,TAN,2020 Summer Olympics,2020,Summer,Japan,JPN,False,3,2,1,0.6666666666666666,0.3333333333333333,0.00021392960785772752,6.510901108713446e-05,0.00014882059677059304,0.36507936507936506,0.1111111111111111,0.25396825396825395,1706.5396825396824
Uganda,UGA,UGA,2020 Summer Olympics,2020,Summer,Japan,JPN,False,25,12,13,0.48,0.52,0.0032935858322791873,0.0014510008185132824,0.0018425850137659054,5.62063492063492,2.4761904761904763,3.1444444444444444,1706.5396825396824
Ukraine,UKR,UKR,2020 Summer Olympics,2020,Summer,Japan,JPN,False,153,64,89,0.41830065359477125,0.5816993464052288,0.01612122367735695,0.008416734876106852,0.007704488801250093,27.511507936507936,14.363492063492062,13.148015873015872,1706.5396825396824
Uruguay,URY,URU,2020 Summer Olympics,2020,Summer,Japan,JPN,False,11,6,5,0.5454545454545454,0.45454545454545453,0.0006185356053277774,0.0002929905498921051,0.00032554505543567233,1.0555555555555556,0.5,0.5555555555555556,1706.5396825396824
United States,USA,USA,2020 Summer Olympics,2020,Summer,Japan,JPN,False,628,290,338,0.46178343949044587,0.5382165605095541,0.07285117010194211,0.04070336334548702,0.032147806756455094,124.3234126984127,69.46190476190476,54.861507936507934,1706.5396825396824
Uzbekistan,UZB,UZB,2020 Summer Olympics,2020,Summer,Japan,JPN,False,67,37,30,0.5522388059701493,0.44776119402985076,0.006948991740456879,0.002048375995237741,0.004900615745219138,11.858730158730157,3.4956349206349207,8.363095238095237,1706.5396825396824
Saint Vincent and the Grenadines,VCT,VIN,2020 Summer Olympics,2020,Summer,Japan,JPN,False,3,1,2,0.3333333333333333,0.6666666666666666,0.0001953270332614034,0.0001302180221742689,6.510901108713446e-05,0.3333333333333333,0.2222222222222222,0.1111111111111111,1706.5396825396824
Venezuela,VEN,VEN,2020 Summer Olympics,2020,Summer,Japan,JPN,False,43,30,13,0.6976744186046512,0.3023255813953488,0.0036988894262966,0.0015958683681821565,0.002103021058114443,6.3123015873015875,2.7234126984126985,3.5888888888888886,1706.5396825396824
British Virgin Islands,VGB,IVB,2020 Summer Olympics,2020,Summer,Japan,JPN,False,3,1,2,0.3333333333333333,0.6666666666666666,0.00027671329712032145,0.0001302180221742689,0.00014649527494605254,0.4722222222222222,0.2222222222222222,0.25,1706.5396825396824
United States Virgin Islands,VIR,ISV,2020 Summer Olympics,2020,Summer,Japan,JPN,False,4,3,1,0.75,0.25,0.00032554505543567233,6.510901108713446e-05,0.0002604360443485378,0.5555555555555556,0.1111111111111111,0.4444444444444444,1706.5396825396824
Vietnam,VNM,VIE,2020 Summer Olympics,2020,Summer,Japan,JPN,False,18,8,10,0.4444444444444444,0.5555555555555556,0.0014379790162958553,0.0007543343998809435,0.0006836446164149118,2.4539682539682537,1.2873015873015872,1.1666666666666665,1706.5396825396824
Vanuatu,VUT,VAN,2020 Summer Olympics,2020,Summer,Japan,JPN,False,3,3,0,1.0,0.0,0.0001953270332614034,0.0,0.0001953270332614034,0.3333333333333333,0.0,0.3333333333333333,1706.5396825396824
Samoa,WSM,SAM,2020 Summer Olympics,2020,Summer,Japan,JPN,False,8,7,1,0.875,0.125,0.0007813081330456136,0.0001302180221742689,0.0006510901108713447,1.3333333333333333,0.2222222222222222,1.1111111111111112,1706.5396825396824
Kosovo,XKX,KOS,2020 Summer Olympics,2020,Summer,Japan,JPN,False,11,5,6,0.45454545454545453,0.5454545454545454,0.001795148448545279,0.0014323982439169583,0.0003627502046283206,3.0634920634920637,2.4444444444444446,0.6190476190476191,1706.5396825396824
Yemen,YEM,YEM,2020 Summer Olympics,2020,Summer,Japan,JPN,False,5,3,2,0.6,0.4,0.0003906540665228068,0.0001302180221742689,0.0002604360443485378,0.6666666666666666,0.2222222222222222,0.4444444444444444,1706.5396825396824
South Africa,ZAF,RSA,2020 Summer Olympics,2020,Summer,Japan,JPN,False,180,118,62,0.6555555555555556,0.34444444444444444,0.0077821545501897465,0.0038365484783093986,0.003945606071880349,13.280555555555555,6.5472222222222225,6.733333333333333,1706.5396825396824
Zambia,ZMB,ZAM,2020 Summer Olympics,2020,Summer,Japan,JPN,False,30,6,24,0.2,0.8,0.0006510901108713447,0.0002604360443485378,0.0003906540665228068,1.1111111111111112,0.4444444444444444,0.6666666666666666,1706.5396825396824
Zimbabwe,ZWE,ZIM,2020 Summer Olympics,2020,Summer,Japan,JPN,False,5,4,1,0.8,0.2,0.00032554505543567233,6.510901108713446e-05,0.0002604360443485378,0.5555555555555556,0.1111111111111111,0.4444444444444444,1706.5396825396824
Albania,ALB,ALB,2022 Winter Olympics,2022,Winter,China,CHN,False,1,1,0,1.0,0.0,0.00035338498643885117,0.0,0.00035338498643885117,0.2222222222222222,0.0,0.2222222222222222,628.8388888888888
Andorra,AND,AND,2022 Winter Olympics,2022,Winter,China,CHN,False,5,2,3,0.4,0.6,0.002120309918633107,0.0012368474525359789,0.0008834624660971279,1.3333333333333333,0.7777777777777777,0.5555555555555556,628.8388888888888
Argentina,ARG,ARG,2022 Winter Olympics,2022,Winter,China,CHN,False,6,2,4,0.3333333333333333,0.6666666666666666,0.0022970024118525324,0.0014135399457554047,0.0008834624660971279,1.4444444444444444,0.8888888888888888,0.5555555555555556,628.8388888888888
Armenia,ARM,ARM,2022 Winter Olympics,2022,Winter,China,CHN,False,6,3,3,0.5,0.5,0.0012368474525359789,0.0006184237262679894,0.0006184237262679894,0.7777777777777777,0.38888888888888884,0.38888888888888884,628.8388888888888
American Samoa,ASM,ASA,2022 Winter Olympics,2022,Winter,China,CHN,False,1,1,0,1.0,0.0,0.00017669249321942558,0.0,0.00017669249321942558,0.1111111111111111,0.0,0.1111111111111111,628.8388888888888
Australia,AUS,AUS,2022 Winter Olympics,2022,Winter,China,CHN,False,43,21,22,0.4883720930232558,0.5116279069767442,0.015191137104540113,0.008476822362201942,0.006714314742338173,9.552777777777777,5.330555555555556,4.222222222222222,628.8388888888888
Austria,AUT,AUT,2022 Winter Olympics,2022,Winter,China,CHN,False,101,60,41,0.594059405940594,0.40594059405940597,0.047048793632002546,0.01879250874312319,0.02825628488887935,29.586111111111112,11.817460317460316,17.768650793650792,628.8388888888888
Azerbaijan,AZE,AZE,2022 Winter Olympics,2022,Winter,China,CHN,False,2,1,1,0.5,0.5,0.00035338498643885117,0.00017669249321942558,0.00017669249321942558,0.2222222222222222,0.1111111111111111,0.1111111111111111,628.8388888888888
Belgium,BEL,BEL,2022 Winter Olympics,2022,Winter,China,CHN,False,19,11,8,0.5789473684210527,0.42105263157894735,0.009474503904273054,0.003239783072101896,0.006234720832171159,5.957936507936507,2.037301587301587,3.9206349206349205,628.8388888888888
Bulgaria,BGR,BUL,2022 Winter Olympics,2022,Winter,China,CHN,False,15,9,6,0.6,0.4,0.005477467289802192,0.0022086561652428197,0.003268811124559373,3.444444444444444,1.3888888888888888,2.0555555555555554,628.8388888888888
Bosnia and Herzegovina,BIH,BIH,2022 Winter Olympics,2022,Winter,China,CHN,False,6,3,3,0.5,0.5,0.0022970024118525324,0.0012368474525359789,0.0010601549593165535,1.4444444444444444,0.7777777777777777,0.6666666666666666,628.8388888888888
Belarus,BLR,BLR,2022 Winter Olympics,2022,Winter,China,CHN,False,26,11,15,0.4230769230769231,0.5769230769230769,0.012058631617607155,0.006824116505981672,0.005234515111625483,7.582936507936508,4.291269841269841,3.2916666666666665,628.8388888888888
Bolivia,BOL,BOL,2022 Winter Olympics,2022,Winter,China,CHN,False,2,2,0,1.0,0.0,0.0005300774796582767,0.0,0.0005300774796582767,0.3333333333333333,0.0,0.3333333333333333,628.8388888888888
Brazil,BRA,BRA,2022 Winter Olympics,2022,Winter,China,CHN,False,10,6,4,0.6,0.4,0.0026503873982913835,0.0012368474525359789,0.0014135399457554047,1.6666666666666665,0.7777777777777777,0.8888888888888888,628.8388888888888
Canada,CAN,CAN,2022 Winter Olympics,2022,Winter,China,CHN,False,215,109,106,0.5069767441860465,0.4930232558139535,0.06482973785144454,0.03120578743640648,0.033623950415038045,40.76746031746032,19.623412698412697,21.14404761904762,628.8388888888888
Switzerland,CHE,SUI,2022 Winter Olympics,2022,Winter,China,CHN,False,165,92,73,0.5575757575757576,0.44242424242424244,0.0465856068819202,0.021989696303466835,0.02459591057845336,29.29484126984127,13.82797619047619,15.466865079365078,628.8388888888888
Chile,CHL,CHI,2022 Winter Olympics,2022,Winter,China,CHN,False,4,2,2,0.5,0.5,0.0015902324389748302,0.0007067699728777023,0.0008834624660971279,1.0,0.4444444444444444,0.5555555555555556,628.8388888888888
People's Republic of China,CHN,CHN,2022 Winter Olympics,2022,Winter,China,CHN,True,180,96,84,0.5333333333333333,0.4666666666666667,0.055186113989375736,0.026686245877701027,0.02849986811167471,34.7031746031746,16.781349206349205,17.921825396825398,628.8388888888888
Colombia,COL,COL,2022 Winter Olympics,2022,Winter,China,CHN,False,3,2,1,0.6666666666666666,0.3333333333333333,0.0008834624660971279,0.00017669249321942558,0.0007067699728777023,0.5555555555555556,0.1111111111111111,0.4444444444444444,628.8388888888888
Cyprus,CYP,CYP,2022 Winter Olympics,2022,Winter,China,CHN,False,1,1,0,1.0,0.0,0.00035338498643885117,0.0,0.00035338498643885117,0.2222222222222222,0.0,0.2222222222222222,628.8388888888888
Czechia,CZE,CZE,2022 Winter Olympics,2022,Winter,China,CHN,False,114,59,55,0.5175438596491229,0.4824561403508772,0.026317084775796157,0.014877823451384954,0.011439261324411204,16.549206349206347,9.355753968253968,7.1934523809523805,628.8388888888888
Germany,DEU,GER,2022 Winter Olympics,2022,Winter,China,CHN,False,143,95,48,0.6643356643356644,0.3356643356643357,0.06691786449452695,0.028773741476164814,0.03814412301836214,42.080555555555556,18.09404761904762,23.986507936507937,628.8388888888888
Denmark,DNK,DEN,2022 Winter Olympics,2022,Winter,China,CHN,False,63,34,29,0.5396825396825397,0.4603174603174603,0.0018174085016855201,0.0007067699728777023,0.0011106385288078178,1.1428571428571428,0.4444444444444444,0.6984126984126984,628.8388888888888
Ecuador,ECU,ECU,2022 Winter Olympics,2022,Winter,China,CHN,False,1,0,1,0.0,1.0,0.00017669249321942558,0.00017669249321942558,0.0,0.1111111111111111,0.1111111111111111,0.0,628.8388888888888
Eritrea,ERI,ERI,2022 Winter Olympics,2022,Winter,China,CHN,False,1,1,0,1.0,0.0,0.00017669249321942558,0.0,0.00017669249321942558,0.1111111111111111,0.0,0.1111111111111111,628.8388888888888
Spain,ESP,ESP,2022 Winter Olympics,2022,Winter,China,CHN,False,14,10,4,0.7142857142857143,0.2857142857142857,0.00378311248875163,0.0011595444867524803,0.0026235680019991493,2.378968253968254,0.7291666666666666,1.6498015873015872,628.8388888888888
Estonia,EST,EST,2022 Winter Olympics,2022,Winter,China,CHN,False,25,14,11,0.56,0.44,0.011579668752058783,0.005963371646155614,0.00561629710590317,7.281746031746032,3.75,3.5317460317460316,628.8388888888888
Finland,FIN,FIN,2022 Winter Olympics,2022,Winter,China,CHN,False,94,50,44,0.5319148936170213,0.46808510638297873,0.02323190763526126,0.010039919882575217,0.013191987752686042,14.609126984126984,6.313492063492063,8.295634920634921,628.8388888888888
France,FRA,FRA,2022 Winter Olympics,2022,Winter,China,CHN,False,81,47,34,0.5802469135802469,0.41975308641975306,0.040449329010257,0.016524534383728137,0.023924794626528866,25.43611111111111,10.39126984126984,15.044841269841271,628.8388888888888
Great Britain,GBR,GBR,2022 Winter Olympics,2022,Winter,China,CHN,False,49,27,22,0.5510204081632653,0.4489795918367347,0.012001837601929482,0.0059059465858593,0.0060958910160701825,7.547222222222222,3.7138888888888886,3.833333333333333,628.8388888888888
Georgia,GEO,GEO,2022 Winter Olympics,2022,Winter,China,CHN,False,9,5,4,0.5555555555555556,0.4444444444444444,0.0018552711788039685,0.0008392893427922716,0.001015981836011697,1.1666666666666665,0.5277777777777778,0.6388888888888888,628.8388888888888
Ghana,GHA,GHA,2022 Winter Olympics,2022,Winter,China,CHN,False,1,1,0,1.0,0.0,0.00017669249321942558,0.0,0.00017669249321942558,0.1111111111111111,0.0,0.1111111111111111,628.8388888888888
Greece,GRC,GRE,2022 Winter Olympics,2022,Winter,China,CHN,False,5,2,3,0.4,0.6,0.002120309918633107,0.0014135399457554047,0.0007067699728777023,1.3333333333333333,0.8888888888888888,0.4444444444444444,628.8388888888888
"Hong Kong, China",HKG,HKG,2022 Winter Olympics,2022,Winter,China,CHN,True,3,2,1,0.6666666666666666,0.3333333333333333,0.0007067699728777023,0.00017669249321942558,0.0005300774796582767,0.4444444444444444,0.1111111111111111,0.3333333333333333,628.8388888888888
Croatia,HRV,CRO,2022 Winter Olympics,2022,Winter,China,CHN,False,11,4,7,0.36363636363636365,0.6363636363636364,0.004063927344046788,0.0026503873982913835,0.0014135399457554047,2.5555555555555554,1.6666666666666665,0.8888888888888888,628.8388888888888
Haiti,HTI,HAI,2022 Winter Olympics,2022,Winter,China,CHN,False,1,1,0,1.0,0.0,0.00035338498643885117,0.0,0.00035338498643885117,0.2222222222222222,0.0,0.2222222222222222,628.8388888888888
Hungary,HUN,HUN,2022 Winter Olympics,2022,Winter,China,CHN,False,14,8,6,0.5714285714285714,0.42857142857142855,0.007714520462883849,0.0025462650362156505,0.005168255426668198,4.851190476190476,1.601190476190476,3.25,628.8388888888888
India,IND,IND,2022 Winter Olympics,2022,Winter,China,CHN,False,1,1,0,1.0,0.0,0.00035338498643885117,0.0,0.00035338498643885117,0.2222222222222222,0.0,0.2222222222222222,628.8388888888888
Ireland,IRL,IRL,2022 Winter Olympics,2022,Winter,China,CHN,False,6,4,2,0.6666666666666666,0.3333333333333333,0.0022970024118525324,0.0007067699728777023,0.0015902324389748302,1.4444444444444444,0.4444444444444444,1.0,628.8388888888888
Islamic Republic of Iran,IRN,IRI,2022 Winter Olympics,2022,Winter,China,CHN,False,2,1,1,0.5,0.5,0.00035338498643885117,0.00017669249321942558,0.00017669249321942558,0.2222222222222222,0.1111111111111111,0.1111111111111111,628.8388888888888
Iceland,ISL,ISL,2022 Winter Olympics,2022,Winter,China,CHN,False,5,3,2,0.6,0.4,0.0017669249321942558,0.0007067699728777023,0.0010601549593165535,1.1111111111111112,0.4444444444444444,0.6666666666666666,628.8388888888888
Israel,ISR,ISR,2022 Winter Olympics,2022,Winter,China,CHN,False,6,4,2,0.6666666666666666,0.3333333333333333,0.0023853486584622455,0.0006184237262679894,0.0017669249321942558,1.5,0.38888888888888884,1.1111111111111112,628.8388888888888
Italy,ITA,ITA,2022 Winter Olympics,2022,Winter,China,CHN,False,119,72,47,0.6050420168067226,0.3949579831932773,0.04694340918068953,0.02295961188231775,0.02398379729837178,29.51984126984127,14.437896825396825,15.081944444444444,628.8388888888888
Jamaica,JAM,JAM,2022 Winter Olympics,2022,Winter,China,CHN,False,7,6,1,0.8571428571428571,0.14285714285714285,0.0007067699728777023,0.00017669249321942558,0.0005300774796582767,0.4444444444444444,0.1111111111111111,0.3333333333333333,628.8388888888888
Japan,JPN,JPN,2022 Winter Olympics,2022,Winter,China,CHN,False,120,48,72,0.4,0.6,0.042018736976816684,0.020746853927053766,0.021271883049762918,26.423015873015874,13.04642857142857,13.376587301587302,628.8388888888888
Kazakhstan,KAZ,KAZ,2022 Winter Olympics,2022,Winter,China,CHN,False,34,17,17,0.5,0.5,0.012973646314636324,0.006519952999796803,0.00645369331483952,8.158333333333333,4.1,4.058333333333334,628.8388888888888
Kyrgyzstan,KGZ,KGZ,2022 Winter Olympics,2022,Winter,China,CHN,False,1,1,0,1.0,0.0,0.00017669249321942558,0.0,0.00017669249321942558,0.1111111111111111,0.0,0.1111111111111111,628.8388888888888
Republic of Korea,KOR,KOR,2022 Winter Olympics,2022,Winter,China,CHN,False,65,35,30,0.5384615384615384,0.46153846153846156,0.023578982175513703,0.010802221781893311,0.012776760393620393,14.827380952380953,6.792857142857143,8.03452380952381,628.8388888888888
Lebanon,LBN,LBN,2022 Winter Olympics,2022,Winter,China,CHN,False,3,2,1,0.6666666666666666,0.3333333333333333,0.0010601549593165535,0.00035338498643885117,0.0007067699728777023,0.6666666666666666,0.2222222222222222,0.4444444444444444,628.8388888888888
Liechtenstein,LIE,LIE,2022 Winter Olympics,2022,Winter,China,CHN,False,2,1,1,0.5,0.5,0.0008834624660971279,0.00035338498643885117,0.0005300774796582767,0.5555555555555556,0.2222222222222222,0.3333333333333333,628.8388888888888
Lithuania,LTU,LTU,2022 Winter Olympics,2022,Winter,China,CHN,False,13,8,5,0.6153846153846154,0.38461538461538464,0.004417312330485639,0.0015018861923651173,0.002915426138120522,2.7777777777777777,0.9444444444444444,1.8333333333333333,628.8388888888888
Luxembourg,LUX,LUX,2022 Winter Olympics,2022,Winter,China,CHN,False,2,1,1,0.5,0.5,0.0007067699728777023,0.00035338498643885117,0.00035338498643885117,0.4444444444444444,0.2222222222222222,0.2222222222222222,628.8388888888888
Latvia,LVA,LAT,2022 Winter Olympics,2022,Winter,China,CHN,False,58,48,10,0.8275862068965517,0.1724137931034483,0.010388887556683582,0.003997667659089503,0.00639121989759408,6.532936507936507,2.513888888888889,4.019047619047619,628.8388888888888
Morocco,MAR,MAR,2022 Winter Olympics,2022,Winter,China,CHN,False,1,1,0,1.0,0.0,0.00017669249321942558,0.0,0.00017669249321942558,0.1111111111111111,0.0,0.1111111111111111,628.8388888888888
Monaco,MCO,MON,2022 Winter Olympics,2022,Winter,China,CHN,False,3,3,0,1.0,0.0,0.0007951162194874151,0.0,0.0007951162194874151,0.5,0.0,0.5,628.8388888888888
Republic of Moldova,MDA,MDA,2022 Winter Olympics,2022,Winter,China,CHN,False,5,2,3,0.4,0.6,0.0017669249321942558,0.0012368474525359789,0.0005300774796582767,1.1111111111111112,0.7777777777777777,0.3333333333333333,628.8388888888888
Madagascar,MDG,MAD,2022 Winter Olympics,2022,Winter,China,CHN,False,2,1,1,0.5,0.5,0.0007067699728777023,0.00035338498643885117,0.00035338498643885117,0.4444444444444444,0.2222222222222222,0.2222222222222222,628.8388888888888
Mexico,MEX,MEX,2022 Winter Olympics,2022,Winter,China,CHN,False,4,3,1,0.75,0.25,0.0008834624660971279,0.00035338498643885117,0.0005300774796582767,0.5555555555555556,0.2222222222222222,0.3333333333333333,628.8388888888888
North Macedonia,MKD,MKD,2022 Winter Olympics,2022,Winter,China,CHN,False,2,1,1,0.5,0.5,0.0005300774796582767,0.00017669249321942558,0.00035338498643885117,0.3333333333333333,0.1111111111111111,0.2222222222222222,628.8388888888888
Malta,MLT,MLT,2022 Winter Olympics,2022,Winter,China,CHN,False,1,0,1,0.0,1.0,0.00017669249321942558,0.00017669249321942558,0.0,0.1111111111111111,0.1111111111111111,0.0,628.8388888888888
Montenegro,MNE,MNE,2022 Winter Olympics,2022,Winter,China,CHN,False,3,2,1,0.6666666666666666,0.3333333333333333,0.0010601549593165535,0.00035338498643885117,0.0007067699728777023,0.6666666666666666,0.2222222222222222,0.4444444444444444,628.8388888888888
Mongolia,MNG,MGL,2022 Winter Olympics,2022,Winter,China,CHN,False,2,1,1,0.5,0.5,0.0007067699728777023,0.00035338498643885117,0.00035338498643885117,0.4444444444444444,0.2222222222222222,0.2222222222222222,628.8388888888888
Malaysia,MYS,MAS,2022 Winter Olympics,2022,Winter,China,CHN,False,2,1,1,0.5,0.5,0.0005300774796582767,0.00035338498643885117,0.00017669249321942558,0.3333333333333333,0.2222222222222222,0.1111111111111111,628.8388888888888
Nigeria,NGA,NGR,2022 Winter Olympics,2022,Winter,China,CHN,False,1,1,0,1.0,0.0,0.00035338498643885117,0.0,0.00035338498643885117,0.2222222222222222,0.0,0.2222222222222222,628.8388888888888
Netherlands,NLD,NED,2022 Winter Olympics,2022,Winter,China,CHN,False,41,21,20,0.5121951219512195,0.4878048780487805,0.030228930366750513,0.018653678927022212,0.011575251439728299,19.009126984126983,11.73015873015873,7.278968253968254,628.8388888888888
Norway,NOR,NOR,2022 Winter Olympics,2022,Winter,China,CHN,False,79,50,29,0.6329113924050633,0.3670886075949367,0.0642308765083544,0.022391040680922385,0.04183983582743202,40.39087301587302,14.080357142857142,26.310515873015873,628.8388888888888
New Zealand,NZL,NZL,2022 Winter Olympics,2022,Winter,China,CHN,False,15,9,6,0.6,0.4,0.00786281594826444,0.00379888860421765,0.004063927344046789,4.944444444444445,2.388888888888889,2.555555555555556,628.8388888888888
Pakistan,PAK,PAK,2022 Winter Olympics,2022,Winter,China,CHN,False,1,1,0,1.0,0.0,0.00017669249321942558,0.0,0.00017669249321942558,0.1111111111111111,0.0,0.1111111111111111,628.8388888888888
Peru,PER,PER,2022 Winter Olympics,2022,Winter,China,CHN,False,1,0,1,0.0,1.0,0.00035338498643885117,0.00035338498643885117,0.0,0.2222222222222222,0.2222222222222222,0.0,628.8388888888888
Philippines,PHL,PHI,2022 Winter Olympics,2022,Winter,China,CHN,False,1,1,0,1.0,0.0,0.00035338498643885117,0.0,0.00035338498643885117,0.2222222222222222,0.0,0.2222222222222222,628.8388888888888
Poland,POL,POL,2022 Winter Olympics,2022,Winter,China,CHN,False,57,27,30,0.47368421052631576,0.5263157894736842,0.019628011818203617,0.01072302568225389,0.008904986135949729,12.342857142857142,6.743055555555555,5.599801587301587,628.8388888888888
Puerto Rico,PRI,PUR,2022 Winter Olympics,2022,Winter,China,CHN,False,2,1,1,0.5,0.5,0.0005300774796582767,0.00017669249321942558,0.00035338498643885117,0.3333333333333333,0.1111111111111111,0.2222222222222222,628.8388888888888
Portugal,PRT,POR,2022 Winter Olympics,2022,Winter,China,CHN,False,3,2,1,0.6666666666666666,0.3333333333333333,0.0008834624660971279,0.00035338498643885117,0.0005300774796582767,0.5555555555555556,0.2222222222222222,0.3333333333333333,628.8388888888888
