national_olympic_team,national_iso3,national_noc,participated_olympic_game,year,season,host_country,host_iso3,is_host_country_team,total_number_of_athletes,number_of_male_athletes,number_of_female_athletes,proportion_male_athletes,proportion_female_athletes,score_total,score_female,score_male,score_total_raw,score_female_raw,score_male_raw,game_total_score_raw
Singapore,SGP,SGP,2004 Summer Olympics,2004,Summer,Greece,GRC,False,16,6,10,0.375,0.625,0.0015740360320908502,0.0010367283274821573,0.0005373077046086929,2.5388888888888888,1.672222222222222,0.8666666666666667,1612.9801587301588
Solomon Islands,SLB,SOL,2004 Summer Olympics,2004,Summer,Greece,GRC,False,2,1,1,0.5,0.5,0.00013777120630992123,6.888560315496062e-05,6.888560315496062e-05,0.2222222222222222,0.1111111111111111,0.1111111111111111,1612.9801587301588
Sierra Leone,SLE,SLE,2004 Summer Olympics,2004,Summer,Greece,GRC,False,2,1,1,0.5,0.5,0.00013777120630992123,6.888560315496062e-05,6.888560315496062e-05,0.2222222222222222,0.1111111111111111,0.1111111111111111,1612.9801587301588
El Salvador,SLV,ESA,2004 Summer Olympics,2004,Summer,Greece,GRC,False,7,2,5,0.2857142857142857,0.7142857142857143,0.0006199704283946456,0.0004821992220847243,0.00013777120630992123,1.0,0.7777777777777777,0.2222222222222222,1612.9801587301588
San Marino,SMR,SMR,2004 Summer Olympics,2004,Summer,Greece,GRC,False,5,4,1,0.8,0.2,0.0003837912175776378,8.856720405637794e-05,0.0002952240135212598,0.6190476190476191,0.14285714285714285,0.47619047619047616,1612.9801587301588
Somalia,SOM,SOM,2004 Summer Olympics,2004,Summer,Greece,GRC,False,2,1,1,0.5,0.5,0.00013777120630992123,6.888560315496062e-05,6.888560315496062e-05,0.2222222222222222,0.1111111111111111,0.1111111111111111,1612.9801587301588
São Tomé and Príncipe,STP,STP,2004 Summer Olympics,2004,Summer,Greece,GRC,False,2,1,1,0.5,0.5,0.00013777120630992123,6.888560315496062e-05,6.888560315496062e-05,0.2222222222222222,0.1111111111111111,0.1111111111111111,1612.9801587301588
Suriname,SUR,SUR,2004 Summer Olympics,2004,Summer,Greece,GRC,False,4,2,2,0.5,0.5,0.00027554241261984247,0.00013777120630992123,0.00013777120630992123,0.4444444444444444,0.2222222222222222,0.2222222222222222,1612.9801587301588
Slovakia,SVK,SVK,2004 Summer Olympics,2004,Summer,Greece,GRC,False,64,48,16,0.75,0.25,0.006931367797456645,0.0022446865828066455,0.004686681214649999,11.18015873015873,3.6206349206349207,7.559523809523809,1612.9801587301588
Slovenia,SVN,SLO,2004 Summer Olympics,2004,Summer,Greece,GRC,False,79,56,23,0.7088607594936709,0.2911392405063291,0.006215203544656322,0.0024971031143673226,0.003718100430288999,10.024999999999999,4.027777777777778,5.997222222222222,1612.9801587301588
Sweden,SWE,SWE,2004 Summer Olympics,2004,Summer,Greece,GRC,False,120,62,58,0.5166666666666667,0.48333333333333334,0.011570813169943243,0.0041574101637427184,0.0074134030062005234,18.663492063492065,6.705820105820106,11.957671957671957,1612.9801587301588
Eswatini,SWZ,SWZ,2004 Summer Olympics,2004,Summer,Greece,GRC,False,3,2,1,0.6666666666666666,0.3333333333333333,0.00020665680946488186,6.888560315496062e-05,0.00013777120630992123,0.3333333333333333,0.1111111111111111,0.2222222222222222,1612.9801587301588
Seychelles,SYC,SEY,2004 Summer Olympics,2004,Summer,Greece,GRC,False,9,7,2,0.7777777777777778,0.2222222222222222,0.0006888560315496062,0.00013777120630992123,0.0005510848252396849,1.1111111111111112,0.2222222222222222,0.8888888888888888,1612.9801587301588
Syrian Arab Republic,SYR,SYR,2004 Summer Olympics,2004,Summer,Greece,GRC,False,6,5,1,0.8333333333333334,0.16666666666666666,0.0005510848252396849,6.888560315496062e-05,0.0004821992220847243,0.8888888888888888,0.1111111111111111,0.7777777777777777,1612.9801587301588
Chad,TCD,CHA,2004 Summer Olympics,2004,Summer,Greece,GRC,False,2,1,1,0.5,0.5,0.00013777120630992123,6.888560315496062e-05,6.888560315496062e-05,0.2222222222222222,0.1111111111111111,0.1111111111111111,1612.9801587301588
Togo,TGO,TOG,2004 Summer Olympics,2004,Summer,Greece,GRC,False,3,2,1,0.6666666666666666,0.3333333333333333,0.00020665680946488186,6.888560315496062e-05,0.00013777120630992123,0.3333333333333333,0.1111111111111111,0.2222222222222222,1612.9801587301588
Thailand,THA,THA,2004 Summer Olympics,2004,Summer,Greece,GRC,False,43,25,18,0.5813953488372093,0.4186046511627907,0.006086043038740771,0.002968969495978803,0.003117073542761968,9.816666666666666,4.788888888888889,5.027777777777778,1612.9801587301588
Tajikistan,TJK,TJK,2004 Summer Olympics,2004,Summer,Greece,GRC,False,9,5,4,0.5555555555555556,0.4444444444444444,0.0006482627296904329,0.0002952240135212598,0.0003530387161691732,1.0456349206349205,0.47619047619047616,0.5694444444444444,1612.9801587301588
Turkmenistan,TKM,TKM,2004 Summer Olympics,2004,Summer,Greece,GRC,False,9,6,3,0.6666666666666666,0.3333333333333333,0.0007085376324510235,0.00020665680946488186,0.0005018808229861417,1.1428571428571428,0.3333333333333333,0.8095238095238095,1612.9801587301588
Timor-Leste,TLS,TLS,2004 Summer Olympics,2004,Summer,Greece,GRC,False,2,1,1,0.5,0.5,0.00013777120630992123,6.888560315496062e-05,6.888560315496062e-05,0.2222222222222222,0.1111111111111111,0.1111111111111111,1612.9801587301588
Tonga,TON,TGA,2004 Summer Olympics,2004,Summer,Greece,GRC,False,5,4,1,0.8,0.2,0.0003444280157748031,6.888560315496062e-05,0.00027554241261984247,0.5555555555555556,0.1111111111111111,0.4444444444444444,1612.9801587301588
Trinidad and Tobago,TTO,TTO,2004 Summer Olympics,2004,Summer,Greece,GRC,False,23,12,11,0.5217391304347826,0.4782608695652174,0.0016040504734655115,0.0004821992220847243,0.0011218512513807872,2.587301587301587,0.7777777777777777,1.8095238095238093,1612.9801587301588
Tunisia,TUN,TUN,2004 Summer Olympics,2004,Summer,Greece,GRC,False,62,52,10,0.8387096774193549,0.16129032258064516,0.0029379709745590704,0.0008989571211722361,0.0020390138533868344,4.738888888888889,1.45,3.2888888888888888,1612.9801587301588
Türkiye,TUR,TUR,2004 Summer Olympics,2004,Summer,Greece,GRC,False,65,45,20,0.6923076923076923,0.3076923076923077,0.008446851066865779,0.0023679426084517712,0.006078908458414007,13.624603174603173,3.819444444444444,9.80515873015873,1612.9801587301588
Chinese Taipei,TWN,TPE,2004 Summer Olympics,2004,Summer,Greece,GRC,False,88,49,39,0.5568181818181818,0.4431818181818182,0.0061805147230675735,0.0029163212135675117,0.0032641935095000627,9.969047619047618,4.703968253968254,5.265079365079365,1612.9801587301588
United Republic of Tanzania,TZA,TAN,2004 Summer Olympics,2004,Summer,Greece,GRC,False,8,6,2,0.75,0.25,0.0006888560315496062,0.00013777120630992123,0.0005510848252396849,1.1111111111111112,0.2222222222222222,0.8888888888888888,1612.9801587301588
Uganda,UGA,UGA,2004 Summer Olympics,2004,Summer,Greece,GRC,False,11,9,2,0.8181818181818182,0.18181818181818182,0.0008989571211722361,0.00013777120630992123,0.000761185914862315,1.45,0.2222222222222222,1.2277777777777779,1612.9801587301588
Ukraine,UKR,UKR,2004 Summer Olympics,2004,Summer,Greece,GRC,False,243,125,118,0.51440329218107,0.48559670781893005,0.027944675019866114,0.012844212748264944,0.01510046227160117,45.07420634920635,20.71746031746032,24.35674603174603,1612.9801587301588
Uruguay,URY,URU,2004 Summer Olympics,2004,Summer,Greece,GRC,False,15,13,2,0.8666666666666667,0.13333333333333333,0.0011021696504793699,0.00013777120630992123,0.0009643984441694486,1.7777777777777777,0.2222222222222222,1.5555555555555554,1612.9801587301588
United States,USA,USA,2004 Summer Olympics,2004,Summer,Greece,GRC,False,544,281,263,0.5165441176470589,0.4834558823529412,0.07042150608530498,0.02916444223573145,0.041257063849573526,113.58849206349207,47.041666666666664,66.5468253968254,1612.9801587301588
Uzbekistan,UZB,UZB,2004 Summer Olympics,2004,Summer,Greece,GRC,False,70,52,18,0.7428571428571429,0.2571428571428571,0.0068902824555749365,0.0015154832694091334,0.005374799186165803,11.113888888888889,2.444444444444444,8.669444444444444,1612.9801587301588
Saint Vincent and the Grenadines,VCT,VIN,2004 Summer Olympics,2004,Summer,Greece,GRC,False,3,2,1,0.6666666666666666,0.3333333333333333,0.00027554241261984247,6.888560315496062e-05,0.00020665680946488186,0.4444444444444444,0.1111111111111111,0.3333333333333333,1612.9801587301588
Venezuela,VEN,VEN,2004 Summer Olympics,2004,Summer,Greece,GRC,False,48,33,15,0.6875,0.3125,0.00410804214814833,0.0013457294616344092,0.002762312686513921,6.626190476190476,2.1706349206349205,4.455555555555556,1612.9801587301588
British Virgin Islands,VGB,IVB,2004 Summer Olympics,2004,Summer,Greece,GRC,False,1,1,0,1.0,0.0,6.888560315496062e-05,0.0,6.888560315496062e-05,0.1111111111111111,0.0,0.1111111111111111,1612.9801587301588
United States Virgin Islands,VIR,ISV,2004 Summer Olympics,2004,Summer,Greece,GRC,False,6,5,1,0.8333333333333334,0.16666666666666666,0.0006199704283946456,0.00013777120630992123,0.0004821992220847243,1.0,0.2222222222222222,0.7777777777777777,1612.9801587301588
Vietnam,VNM,VIE,2004 Summer Olympics,2004,Summer,Greece,GRC,False,11,6,5,0.5454545454545454,0.45454545454545453,0.000778407315651055,0.0003099852141973228,0.0004684221014537322,1.2555555555555555,0.5,0.7555555555555555,1612.9801587301588
Vanuatu,VUT,VAN,2004 Summer Olympics,2004,Summer,Greece,GRC,False,2,1,1,0.5,0.5,0.00013777120630992123,6.888560315496062e-05,6.888560315496062e-05,0.2222222222222222,0.1111111111111111,0.1111111111111111,1612.9801587301588
Samoa,WSM,SAM,2004 Summer Olympics,2004,Summer,Greece,GRC,False,3,2,1,0.6666666666666666,0.3333333333333333,0.00020665680946488186,6.888560315496062e-05,0.00013777120630992123,0.3333333333333333,0.1111111111111111,0.2222222222222222,1612.9801587301588
Yemen,YEM,YEM,2004 Summer Olympics,2004,Summer,Greece,GRC,False,3,3,0,1.0,0.0,0.00020665680946488186,0.0,0.00020665680946488186,0.3333333333333333,0.0,0.3333333333333333,1612.9801587301588
South Africa,ZAF,RSA,2004 Summer Olympics,2004,Summer,Greece,GRC,False,106,66,40,0.6226415094339622,0.37735849056603776,0.007333610515879362,0.0022732249041137005,0.005060385611765661,11.828968253968254,3.6666666666666665,8.162301587301588,1612.9801587301588
Zambia,ZMB,ZAM,2004 Summer Olympics,2004,Summer,Greece,GRC,False,6,4,2,0.6666666666666666,0.3333333333333333,0.00041331361892976373,0.00013777120630992123,0.00027554241261984247,0.6666666666666666,0.2222222222222222,0.4444444444444444,1612.9801587301588
Zimbabwe,ZWE,ZIM,2004 Summer Olympics,2004,Summer,Greece,GRC,False,12,9,3,0.75,0.25,0.001880576966130425,0.0012743836583667713,0.0006061933077636534,3.033333333333333,2.0555555555555554,0.9777777777777777,1612.9801587301588
Serbia and Montenegro,,SCG,2006 Winter Olympics,2006,Winter,Italy,ITA,False,6,3,3,0.5,0.5,0.0023041836643851754,0.0012568274533010049,0.0010473562110841707,1.222222222222222,0.6666666666666666,0.5555555555555556,530.4361111111111
Albania,ALB,ALB,2006 Winter Olympics,2006,Winter,Italy,ITA,False,1,1,0,1.0,0.0,0.0006284137266505024,0.0,0.0006284137266505024,0.3333333333333333,0.0,0.3333333333333333,530.4361111111111
Andorra,AND,AND,2006 Winter Olympics,2006,Winter,Italy,ITA,False,3,3,0,1.0,0.0,0.0020947124221683414,0.0,0.0020947124221683414,1.1111111111111112,0.0,1.1111111111111112,530.4361111111111
Argentina,ARG,ARG,2006 Winter Olympics,2006,Winter,Italy,ITA,False,9,5,4,0.5555555555555556,0.4444444444444444,0.003979953602119849,0.0023041836643851754,0.001675769937734673,2.111111111111111,1.222222222222222,0.8888888888888888,530.4361111111111
Armenia,ARM,ARM,2006 Winter Olympics,2006,Winter,Italy,ITA,False,5,4,1,0.8,0.2,0.0018852411799515074,0.00010473562110841706,0.0017805055588430902,1.0,0.05555555555555555,0.9444444444444444,530.4361111111111
Australia,AUS,AUS,2006 Winter Olympics,2006,Winter,Italy,ITA,False,40,23,17,0.575,0.425,0.010831907557348362,0.0041737145011704205,0.006658193056177942,5.74563492063492,2.213888888888889,3.5317460317460316,530.4361111111111
Austria,AUT,AUT,2006 Winter Olympics,2006,Winter,Italy,ITA,False,73,55,18,0.7534246575342466,0.2465753424657534,0.04893921518606657,0.014335314083424913,0.03460390110264166,25.959126984126986,7.603968253968254,18.35515873015873,530.4361111111111
Azerbaijan,AZE,AZE,2006 Winter Olympics,2006,Winter,Italy,ITA,False,2,1,1,0.5,0.5,0.00020947124221683413,0.00010473562110841706,0.00010473562110841706,0.1111111111111111,0.05555555555555555,0.05555555555555555,530.4361111111111
Belgium,BEL,BEL,2006 Winter Olympics,2006,Winter,Italy,ITA,False,4,4,0,1.0,0.0,0.0017019538430117773,0.0,0.0017019538430117773,0.9027777777777777,0.0,0.9027777777777777,530.4361111111111
Bulgaria,BGR,BUL,2006 Winter Olympics,2006,Winter,Italy,ITA,False,21,11,10,0.5238095238095238,0.47619047619047616,0.009227208219651544,0.005372937362861795,0.003854270856789748,4.894444444444444,2.8499999999999996,2.0444444444444443,530.4361111111111
Bosnia and Herzegovina,BIH,BIH,2006 Winter Olympics,2006,Winter,Italy,ITA,False,6,3,3,0.5,0.5,0.0020947124221683414,0.0010473562110841707,0.0010473562110841707,1.1111111111111112,0.5555555555555556,0.5555555555555556,530.4361111111111
Belarus,BLR,BLR,2006 Winter Olympics,2006,Winter,Italy,ITA,False,28,14,14,0.5,0.5,0.014855999742649615,0.008388575139204862,0.006467424603444754,7.88015873015873,4.449603174603174,3.4305555555555554,530.4361111111111
Bermuda,BMU,BER,2006 Winter Olympics,2006,Winter,Italy,ITA,False,1,1,0,1.0,0.0,0.00020947124221683413,0.0,0.00020947124221683413,0.1111111111111111,0.0,0.1111111111111111,530.4361111111111
Brazil,BRA,BRA,2006 Winter Olympics,2006,Winter,Italy,ITA,False,9,6,3,0.6666666666666666,0.3333333333333333,0.0018852411799515074,0.0006284137266505024,0.0012568274533010049,1.0,0.3333333333333333,0.6666666666666666,530.4361111111111
Canada,CAN,CAN,2006 Winter Olympics,2006,Winter,Italy,ITA,False,192,109,83,0.5677083333333334,0.4322916666666667,0.07316680868318147,0.03753649849367733,0.03563031018950415,38.81031746031746,19.910714285714285,18.899603174603175,530.4361111111111
Switzerland,CHE,SUI,2006 Winter Olympics,2006,Winter,Italy,ITA,False,126,77,49,0.6111111111111112,0.3888888888888889,0.039395555768351735,0.016318557880270725,0.02307699788808101,20.896825396825395,8.65595238095238,12.240873015873015,530.4361111111111
Chile,CHL,CHI,2006 Winter Olympics,2006,Winter,Italy,ITA,False,9,5,4,0.5555555555555556,0.4444444444444444,0.003142068633252512,0.0010473562110841707,0.0020947124221683414,1.6666666666666665,0.5555555555555556,1.1111111111111112,530.4361111111111
People's Republic of China,CHN,CHN,2006 Winter Olympics,2006,Winter,Italy,ITA,False,75,36,39,0.48,0.52,0.036101620484492024,0.02109300597965585,0.015008614504836168,19.149603174603175,11.188492063492063,7.961111111111111,530.4361111111111
Costa Rica,CRI,CRC,2006 Winter Olympics,2006,Winter,Italy,ITA,False,1,1,0,1.0,0.0,0.00020947124221683413,0.0,0.00020947124221683413,0.1111111111111111,0.0,0.1111111111111111,530.4361111111111
Cyprus,CYP,CYP,2006 Winter Olympics,2006,Winter,Italy,ITA,False,1,1,0,1.0,0.0,0.00041894248443366826,0.0,0.00041894248443366826,0.2222222222222222,0.0,0.2222222222222222,530.4361111111111
Czechia,CZE,CZE,2006 Winter Olympics,2006,Winter,Italy,ITA,False,84,64,20,0.7619047619047619,0.23809523809523808,0.030241662483476085,0.012848068263685392,0.017393594219790694,16.04126984126984,6.815079365079365,9.226190476190476,530.4361111111111
Germany,DEU,GER,2006 Winter Olympics,2006,Winter,Italy,ITA,False,155,94,61,0.6064516129032258,0.3935483870967742,0.07482986072406726,0.035655745983201904,0.039174114740865365,39.692460317460316,18.913095238095238,20.77936507936508,530.4361111111111
Denmark,DNK,DEN,2006 Winter Olympics,2006,Winter,Italy,ITA,False,5,0,5,0.0,1.0,0.00023565514749393843,0.00023565514749393843,0.0,0.125,0.125,0.0,530.4361111111111
Algeria,DZA,ALG,2006 Winter Olympics,2006,Winter,Italy,ITA,False,2,1,1,0.5,0.5,0.0006284137266505024,0.00041894248443366826,0.00020947124221683413,0.3333333333333333,0.2222222222222222,0.1111111111111111,530.4361111111111
Spain,ESP,ESP,2006 Winter Olympics,2006,Winter,Italy,ITA,False,16,7,9,0.4375,0.5625,0.006336505077059232,0.0035610111176861805,0.0027754939593730523,3.3611111111111107,1.8888888888888888,1.472222222222222,530.4361111111111
Estonia,EST,EST,2006 Winter Olympics,2006,Winter,Italy,ITA,False,26,17,9,0.6538461538461539,0.34615384615384615,0.016165943118084173,0.007462413003974717,0.008703530114109457,8.575,3.9583333333333335,4.616666666666666,530.4361111111111
Ethiopia,ETH,ETH,2006 Winter Olympics,2006,Winter,Italy,ITA,False,1,1,0,1.0,0.0,0.00020947124221683413,0.0,0.00020947124221683413,0.1111111111111111,0.0,0.1111111111111111,530.4361111111111
Finland,FIN,FIN,2006 Winter Olympics,2006,Winter,Italy,ITA,False,92,61,31,0.6630434782608695,0.33695652173913043,0.024716858470007083,0.006833251165744869,0.017883607304262215,13.110714285714286,3.6246031746031746,9.48611111111111,530.4361111111111
France,FRA,FRA,2006 Winter Olympics,2006,Winter,Italy,ITA,False,84,51,33,0.6071428571428571,0.39285714285714285,0.03978906245908764,0.01568939604204088,0.024099666417046767,21.105555555555554,8.322222222222223,12.783333333333333,530.4361111111111
Great Britain,GBR,GBR,2006 Winter Olympics,2006,Winter,Italy,ITA,False,39,23,16,0.5897435897435898,0.41025641025641024,0.009928936881077939,0.004383185743387254,0.005545751137690683,5.266666666666667,2.3249999999999997,2.9416666666666664,530.4361111111111
Georgia,GEO,GEO,2006 Winter Olympics,2006,Winter,Italy,ITA,False,3,2,1,0.6666666666666666,0.3333333333333333,0.0008378849688673365,0.00020947124221683413,0.0006284137266505024,0.4444444444444444,0.1111111111111111,0.3333333333333333,530.4361111111111
Greece,GRC,GRE,2006 Winter Olympics,2006,Winter,Italy,ITA,False,5,3,2,0.6,0.4,0.001675769937734673,0.0006284137266505024,0.0010473562110841707,0.8888888888888888,0.3333333333333333,0.5555555555555556,530.4361111111111
"Hong Kong, China",HKG,HKG,2006 Winter Olympics,2006,Winter,Italy,ITA,False,1,0,1,0.0,1.0,0.0006284137266505024,0.0006284137266505024,0.0,0.3333333333333333,0.3333333333333333,0.0,530.4361111111111
Croatia,HRV,CRO,2006 Winter Olympics,2006,Winter,Italy,ITA,False,23,16,7,0.6956521739130435,0.30434782608695654,0.012515906722455842,0.006650711940384484,0.005865194782071356,6.638888888888889,3.5277777777777777,3.111111111111111,530.4361111111111
Hungary,HUN,HUN,2006 Winter Olympics,2006,Winter,Italy,ITA,False,19,11,8,0.5789473684210527,0.42105263157894735,0.0060851395863990325,0.0030897008226983035,0.002995438763700728,3.227777777777778,1.6388888888888888,1.5888888888888888,530.4361111111111
India,IND,IND,2006 Winter Olympics,2006,Winter,Italy,ITA,False,4,3,1,0.75,0.25,0.0010473562110841707,0.00041894248443366826,0.0006284137266505024,0.5555555555555556,0.2222222222222222,0.3333333333333333,530.4361111111111
Ireland,IRL,IRL,2006 Winter Olympics,2006,Winter,Italy,ITA,False,4,3,1,0.75,0.25,0.0012568274533010049,0.0006284137266505024,0.0006284137266505024,0.6666666666666666,0.3333333333333333,0.3333333333333333,530.4361111111111
